model	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	distance	diff_param	diff_hybrid	time
1D_2_4b	4	0.97501328	-0.3220272	1.35	1	0.46399531	0.52211169	0.097336502	0.13283702	3.8932711	0.98694594	-0.66939986	-0.92499997	-0.8449742	0.039606408	0.1237103	0.10207732	0.039080254	0.41442341	1.7131386	1.8480051	-5.2194496	R0:N6:S0:1	8d6f65b	v1.0.0	 2.55e-02	 4.03e-02	 1.00e+06	2022-04-27@13:58
1D_2_4b	4	1.051687	-0.33790641	1.35	1	0.48241019	0.52769614	0.097754836	0.12902577	3.8954613	0.98775645	-0.67009362	-0.91937916	-0.84087609	0.039742202	0.12041187	0.099902487	0.038994773	0.41483462	1.7164838	1.8409849	-5.2929425	R0:N6:S0:1	8d6f65b	v1.0.0	 2.54e-02	 6.07e-04	 5.41e-03	2022-04-27@13:58
1D_2_4b	4	0.87990477	-0.30834203	1.3	1	0.46822312	0.51628957	0.095436395	0.15805015	3.8852983	0.97832577	-0.66446112	-0.99434244	-0.86622706	0.039000856	0.14507176	0.10970688	0.042246	0.407095	1.6581097	1.8753693	-5.0808079	R0:N6:S0:1	8d6f65b	v1.0.0	 3.69e-02	 1.48e-02	 1.00e+06	2022-04-27@13:58
1D_2_4b	4	0.90915394	-0.30510544	1.3	1	0.47032862	0.51716507	0.095715913	0.15352537	3.8871681	0.97965325	-0.66536734	-0.98349803	-0.86127411	0.039089604	0.1412861	0.1079211	0.041729017	0.40832516	1.6665507	1.8707103	-5.0665119	R0:N6:S0:1	8d6f65b	v1.0.0	 3.78e-02	 9.90e-04	 2.75e-03	2022-04-27@13:58
1D_2_4b	4	0.77497852	-0.28387235	1.25	1	0.46577846	0.50717003	0.093264269	0.18913978	3.8737396	0.96856031	-0.65842732	-1.0667698	-0.89519957	0.038301449	0.17054528	0.12067229	0.045753963	0.39872879	1.5986774	1.9078597	-4.8961064	R0:N6:S0:1	8d6f65b	v1.0.0	 4.98e-02	 9.07e-03	 1.00e+06	2022-04-27@13:58
1D_2_4b	4	0.75915014	-0.27769974	1.25	1	0.45948259	0.50624937	0.093227736	0.19041295	3.8723868	0.96860013	-0.65820792	-1.0667762	-0.89796326	0.038289719	0.17157793	0.12197592	0.045725866	0.3987014	1.5993937	1.9097319	-4.8676615	R0:N6:S0:1	8d6f65b	v1.0.0	 5.03e-02	 8.19e-04	 3.19e-03	2022-04-27@13:58
1D_2_4b	4	0.59997502	-0.25670645	1.2	1	0.45275519	0.49512341	0.090032411	0.25173533	3.8436301	0.95231728	-0.64633684	-1.1814942	-0.96730236	0.037257101	0.21909011	0.14865582	0.05197808	0.38341991	1.5047009	1.9624686	-4.7074873	R0:N6:S0:1	8d6f65b	v1.0.0	 6.16e-02	 2.03e-03	 1.00e+06	2022-04-27@13:58
1D_2_4b	4	0.60149918	-0.25384906	1.2	1	0.45034036	0.4948022	0.090093991	0.24971767	3.8443823	0.95295001	-0.64679731	-1.1766949	-0.9649106	0.037276033	0.21758011	0.14799444	0.051674889	0.38410608	1.5087149	1.9618357	-4.6929637	R0:N6:S0:1	8d6f65b	v1.0.0	 6.19e-02	 0.00e+00	 1.97e-03	2022-04-27@13:58
1D_2_4b	4	0.43786517	-0.23596105	1.15	1	0.44071863	0.48418982	0.086033789	0.34831807	3.789961	0.93086045	-0.62860135	-1.3150619	-1.0834079	0.035947617	0.28716538	0.19668046	0.06011895	0.36273462	1.394425	2.0288514	-4.5558256	R0:N6:S0:1	8d6f65b	v1.0.0	 7.14e-02	 2.46e-02	 1.00e+06	2022-04-27@13:58
1D_2_4b	4	0.4861517	-0.23486681	1.15	1	0.4501728	0.48511271	0.086801515	0.32374382	3.8061159	0.93507015	-0.63285815	-1.2898345	-1.0504779	0.036198425	0.27065865	0.18238918	0.058461281	0.3671382	1.4143078	2.0129766	-4.5487558	R0:N6:S0:1	8d6f65b	v1.0.0	 7.19e-02	 1.75e-03	 6.62e-03	2022-04-27@13:58
1D_2_4b	4	0.48704454	-0.23396519	1.15	1	0.44704138	0.48420848	0.086798523	0.31989978	3.808353	0.93587362	-0.63377401	-1.2827296	-1.0444712	0.036193613	0.26795933	0.18045682	0.057966321	0.36826766	1.4191341	2.0130757	-4.5400607	R0:N6:S0:1	8d6f65b	v1.0.0	 7.16e-02	 5.89e-04	 1.76e-03	2022-04-27@13:58
1D_2_4b	4	0.41621519	-0.21731148	1.1	1	0.44665884	0.47401667	0.083696812	0.38426986	3.7748121	0.92045902	-0.62243541	-1.3647239	-1.1121671	0.035152031	0.31049497	0.20969944	0.06309778	0.35489541	1.3478996	2.0539278	-4.3974289	R0:N6:S0:1	8d6f65b	v1.0.0	 7.96e-02	 8.71e-03	 1.00e+06	2022-04-27@13:58
1D_2_4b	4	0.3996542	-0.21694656	1.1	1	0.4412743	0.47383776	0.083422764	0.39363093	3.768041	0.91916403	-0.62100298	-1.3710636	-1.1248166	0.035060538	0.31632065	0.21557131	0.063555334	0.35356667	1.3428285	2.0600676	-4.3949277	R0:N6:S0:1	8d6f65b	v1.0.0	 7.94e-02	 5.89e-04	 2.55e-03	2022-04-27@13:58
1D_2_4b	4	0.33696274	-0.20338191	1.05	1	0.43917207	0.46457065	0.080156786	0.4684291	3.7259691	0.90280088	-0.60857018	-1.4475042	-1.2027166	0.033943803	0.36108074	0.25080468	0.068679011	0.3396723	1.277846	2.0975033	-4.2661697	R0:N6:S0:1	8d6f65b	v1.0.0	 8.55e-02	 1.14e-03	 1.00e+06	2022-04-27@13:58
1D_2_4b	4	0.3360887	-0.20251316	1.05	1	0.44105974	0.46421614	0.080121512	0.47152261	3.7239582	0.9022596	-0.60793461	-1.4517786	-1.2063635	0.033933279	0.36308217	0.25244152	0.068948555	0.33902721	1.2760781	2.0971684	-4.2656539	R0:N6:S0:1	8d6f65b	v1.0.0	 8.55e-02	 2.22e-04	 1.51e-03	2022-04-27@13:58
